,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
431,Huntingdon College Al,MUS  210,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
432,Huntingdon College Al,PAC  140A,Transfer Course,Undergraduate,C,HPS  1XXX,Health&Perform Sci Elect,1.0
433,Huntingdon College Al,RHET  101,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
434,Jacksonville St University,ART  202,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
435,Jacksonville St University,BY  101,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
436,Jacksonville St University,BY  102,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
437,Jacksonville St University,BY  103,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
438,Jacksonville St University,BY  104,Transfer Course,Undergraduate,C,BIOL  1520,Intro To Organismal Biol,4.0
439,Jacksonville St University,BY  332,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
440,Jacksonville St University,BY  373,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
441,Jacksonville St University,CJ  101,Transfer Course,Undergraduate,C,PUBP  4XXX,Public Policy Elective,3.0
442,Jacksonville St University,CS  201,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
443,Jacksonville St University,CS  230,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
444,Jacksonville St University,CS  231,Computer Programming I,Undergraduate,C,CS  1301,Intro to Computing,3.0
445,Jacksonville St University,CS  232,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
446,Jacksonville St University,CY  101,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
447,Jacksonville St University,CY  105,General Chemistry I,Undergraduate,C,ET  LAB,Credit Awarded w/CY 107,0.0
448,Jacksonville St University,CY  106,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
449,Jacksonville St University,CY  107,General Chemistry Lab I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
450,Jacksonville St University,CY  108,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
451,Jacksonville St University,CY  231,Transfer Course,Undergraduate,C,CHEM  2311,Organic Chemistry I,3.0
452,Jacksonville St University,CY  232,Transfer Course,Undergraduate,C,CHEM  2312,Organic Chemistry II,3.0
453,Jefferson State Cmty Coll,ART  100,Art Appreciation,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
454,Jefferson State Cmty Coll,AST  220,Introduction to Astronomy,Undergraduate,C,PHYS  2022,"Stars, Galaxy & Universe",3.0
455,Lawson State Cmty College,BIO  103,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
456,Lawson State Cmty College,CIS  146,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
457,Lawson State Cmty College,ENG  093,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
458,Lawson State Cmty College,MTH  091,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
459,Marion Military Institute,CHM  111,College Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
460,Marion Military Institute,CHM  112,College Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
461,Marion Military Institute,ENG  101,Freshman Composition I,Undergraduate,C,ENGL  1101,English Composition I,3.0
462,Marion Military Institute,ENG  102,Freshman Composition II,Undergraduate,C,ENGL  1102,English Composition II,3.0
463,Marion Military Institute,HIS  201,United States History I,Undergraduate,C,HIST  2112,United States since 1877,3.0
464,Marion Military Institute,HIS  202,United States History II,Undergraduate,C,HIST  2112,United States since 1877,3.0
465,Marion Military Institute,MTH  125,Calculus I,Undergraduate,C,MATH  1XXX,Mathematics Elective,4.0
466,Northeast Alabama State Cc*,ART  100,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
467,Northeast Alabama State Cc*,ART  113,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
468,Northeast Alabama State Cc*,ART  114,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
469,Northeast Alabama State Cc*,BIO  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
470,Northeast Alabama State Cc*,BIO  102,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
471,Northeast Alabama State Cc*,BIO  103,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
472,Northeast Alabama State Cc*,BIO  104,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
473,Northeast Alabama State Cc*,BUS  241,Transfer Course,Undergraduate,C,ACCT  2101,Accounting I,3.0
474,Northeast Alabama State Cc*,BUS  242,Transfer Course,Undergraduate,C,ACCT  2102,Accounting II,3.0
475,Northeast Alabama State Cc*,BUS  263,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
476,Northeast Alabama State Cc*,CHM  111,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
477,Northeast Alabama State Cc*,CIS  130,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
478,Northeast Alabama State Cc*,CIS  190,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
479,Northeast Alabama State Cc*,ECO  231,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
480,Northeast Alabama State Cc*,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
481,Northeast Alabama State Cc*,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
482,Northeast Alabama State Cc*,ENG  262,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
483,Northeast Alabama State Cc*,HIS  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
484,Northeast Alabama State Cc*,HIS  102,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
485,Northeast Alabama State Cc*,HIS  201,Transfer Course,Undergraduate,C,HIST  2111,United States to 1877,3.0
486,Northeast Alabama State Cc*,HIS  202,Transfer Course,Undergraduate,C,HIST  2112,United States since 1877,3.0
487,Northeast Alabama State Cc*,IDS  115,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
488,Northeast Alabama State Cc*,MTH  112,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
489,Northeast Alabama State Cc*,MTH  113,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
490,Northeast Alabama State Cc*,MTH  125,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
491,Northeast Alabama State Cc*,MTH  126,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
492,Northeast Alabama State Cc*,MTH  215,Transfer Course,Undergraduate,C,MATH  1XXX,Mathematics Elective,4.0
493,Northeast Alabama State Cc*,MTH  227,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
494,Northeast Alabama State Cc*,MTH  238,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
495,Northeast Alabama State Cc*,ORI  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
496,Northeast Alabama State Cc*,PED  133,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
497,Northeast Alabama State Cc*,PHY  213,Transfer Course,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
498,Northeast Alabama State Cc*,PHY  214,Transfer Course,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
499,Northeast Alabama State Cc*,PSY  200,Transfer Course,Undergraduate,C,PSYC  1101,General Psychology,3.0
500,Northeast Alabama State Cc*,SOC  200,Transfer Course,Undergraduate,C,SOC  1101,Intro to Sociology,3.0
501,Northeast Alabama State Cc*,SPH  107,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
502,Northeast Alabama State Cc*,THR  126,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
503,Northwst-Shoals Cmty Coll,ART  100,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
504,Northwst-Shoals Cmty Coll,ART  133,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
505,Northwst-Shoals Cmty Coll,CIS  130,Transfer Course,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
506,Northwst-Shoals Cmty Coll,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
507,Northwst-Shoals Cmty Coll,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
508,Northwst-Shoals Cmty Coll,MTH  112,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
509,Northwst-Shoals Cmty Coll,MTH  125,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
510,Northwst-Shoals Cmty Coll,MTH  126,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
511,Northwst-Shoals Cmty Coll,MTH  227,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
512,Northwst-Shoals Cmty Coll,MTH  237,Transfer Course,Undergraduate,C,MATH  1522,Linear Algebra for Calc,2.0
513,Oakwood University,AR  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
514,Oakwood University,AR  111,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
515,Oakwood University,AR  121,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
516,Oakwood University,AR  204,Transfer Course,Undergraduate,C,LCC  3402,Graphics/Visual Design,3.0
517,Oakwood University,BI  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
518,Oakwood University,BI  102,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
519,Oakwood University,CH  141,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
520,Oakwood University,CH  141L,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
521,Oakwood University,CH  142,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
522,Oakwood University,CM  210,Transfer Course,Undergraduate,C,CS  1301,Intro to Computing,3.0
523,Oakwood University,CM  220,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
524,Oakwood University,CM  340,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
525,Oakwood University,CO  201,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
526,Oakwood University,CO  211,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
527,Oakwood University,EC  281,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
528,Oakwood University,ED  250,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
529,Oakwood University,EG  111,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,2.0
530,Oakwood University,EG  112,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evalaute,0.0
531,Oakwood University,EN  111,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
532,Oakwood University,EN  112,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
533,Oakwood University,EN  201,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
534,Oakwood University,FR  101,Transfer Course,Undergraduate,C,FREN  1001,Elementary French I,3.0
535,Oakwood University,HI  104,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
536,Oakwood University,MA  121,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
537,Oakwood University,MA  122,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
538,Oakwood University,MA  171,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
539,Oakwood University,MA  172,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
540,Oakwood University,MA  308,Transfer Course,Undergraduate,C,MATH  1522,Linear Algebra for Calc,2.0
541,Samford University,ART  101,Two-Dimensional Design,Undergraduate,C,FREE  1XXX,Free Elective,4.0
542,Samford University,ART  102,Three-Dimensional Design,Undergraduate,C,FREE  1XXX,Free Elective,4.0
543,Samford University,ART  200,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,2.0
544,Samford University,BIOL  203,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
545,Samford University,BIOL  204,Transfer Course,Undergraduate,C,BIOL  1520,Intro to Organismal Biol,4.0
546,Samford University,BIOL  217,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
547,Samford University,BUSA  100,World of Business,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
548,Samford University,CHEM  203,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
549,Samford University,CHEM  230,Transfer Course,Undergraduate,C,CHEM  2311,Organic Chemistry I,3.0
550,Samford University,COSC  110,Introduction to Programming,Undergraduate,C,CS  1331,Intro-Object Orient Prog,3.0
551,Shelton State Cmnty College,BIO  103,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
552,Shelton State Cmnty College,BIO  104,Transfer Course,Undergraduate,C,BIOL  1520,Intro to Organismal Biol,4.0
553,Shelton State Cmnty College,CAT  121,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
554,Shelton State Cmnty College,CHM  111,College Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
555,Shelton State Cmnty College,CHM  112,College Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
556,Shelton State Cmnty College,ECO  232,Principles of Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
557,Shelton State Cmnty College,EGR  101,Engineering Foundations,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
558,Shelton State Cmnty College,EGR  125,Modern Graphics for Engineers,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
559,Shelton State Cmnty College,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
560,Shelton State Cmnty College,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
561,Shelton State Cmnty College,ENG  227,Transfer Course,Undergraduate,C,LCC  2208,American Culture I,3.0
562,Shelton State Cmnty College,HED  221,Transfer Course,Undergraduate,C,HPS  1040,Health,2.0
563,Snead State Community College,ART  204,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
564,Snead State Community College,BIO  103,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
565,Snead State Community College,BIO  104,Transfer Course,Undergraduate,C,BIOL  1520,Intro To Organismal Biol,4.0
566,Snead State Community College,CHM  111,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
567,Snead State Community College,CHM  112,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
568,Snead State Community College,CIS  130,Transfer Course,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
569,Snead State Community College,CIS  231,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
570,Snead State Community College,CIS  251,Transfer Course,Undergraduate,C,CS  1301,Computer Science I,3.0
571,Snead State Community College,ECO  232,Transfer Course,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
572,Snead State Community College,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
573,Snead State Community College,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
574,Snead State Community College,ENG  251,Transfer Course,Undergraduate,C,LCC  2208,American Culture I,3.0
575,Snead State Community College,HIS  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
576,Snead State Community College,HIS  102,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
577,Snead State Community College,HIS  201,United States History I,Undergraduate,C,HIST  2111,United States to 1877,3.0
578,Snead State Community College,HIS  202,United States History II,Undergraduate,C,HIST  2112,United States since 1877,3.0
579,Snead State Community College,MTH  112,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
580,Snead State Community College,MTH  113,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
581,Snead State Community College,MTH  125,Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
582,Southrn Union St Comm Coll Wad,ART  100,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elelctive,3.0
583,Southrn Union St Comm Coll Wad,BIO  103,Transfer Course,Undergraduate,C,BIOL  1510,Biological Principles,4.0
584,Southrn Union St Comm Coll Wad,BIO  104,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,3.0
585,Southrn Union St Comm Coll Wad,BUS  193,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
586,Southrn Union St Comm Coll Wad,BUS  194,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
587,Southrn Union St Comm Coll Wad,BUS  195,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
588,Southrn Union St Comm Coll Wad,CHM  111,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
589,Southrn Union St Comm Coll Wad,CHM  112,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
590,Southrn Union St Comm Coll Wad,CHM  114,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
591,Southrn Union St Comm Coll Wad,CIS  130,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
592,Southrn Union St Comm Coll Wad,CIS  146,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
593,Southrn Union St Comm Coll Wad,ECO  231,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
594,Southrn Union St Comm Coll Wad,ECO  232,Transfer Course,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
595,Southrn Union St Comm Coll Wad,ENG  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
596,Southrn Union St Comm Coll Wad,ENG  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
597,Southrn Union St Comm Coll Wad,ENG  271,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
598,Southrn Union St Comm Coll Wad,ENG  272,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
599,Southrn Union St Comm Coll Wad,ENG  273,Transfer Course,Undergraduate,C,LCC  2202,Medieval Lit & Culture,3.0
600,Southrn Union St Comm Coll Wad,ENG  274,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elelctive,3.0
601,Southrn Union St Comm Coll Wad,HIS  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
602,Southrn Union St Comm Coll Wad,HIS  102,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
603,Southrn Union St Comm Coll Wad,HIS  201,United States History I,Undergraduate,C,HIST  2111,United States to 1877,3.0
604,Southrn Union St Comm Coll Wad,HIS  202,Transfer Course,Undergraduate,C,HIST  2112,United States since 1877,3.0
605,Southrn Union St Comm Coll Wad,IDS  102,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
606,Southrn Union St Comm Coll Wad,MATH  238,Applied Diff Equations,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
607,Southrn Union St Comm Coll Wad,MTH  110,Transfer Course,Undergraduate,C,MATH  17X1,Transfer Finite Math,3.0
608,Southrn Union St Comm Coll Wad,MTH  111,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
609,Southrn Union St Comm Coll Wad,MTH  112,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
610,Southrn Union St Comm Coll Wad,MTH  113,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
611,Southrn Union St Comm Coll Wad,MTH  125,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
612,Southrn Union St Comm Coll Wad,MTH  126,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
613,Southrn Union St Comm Coll Wad,MTH  215,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,3.0
614,Southrn Union St Comm Coll Wad,MTH  227,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
615,Southrn Union St Comm Coll Wad,MTH  237,Transfer Course,Undergraduate,C,MATH  1522,Linear Algebra for Calc,2.0
616,Spring Hill College,CHM  111,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
617,Spring Hill College,CHM  112,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
618,Spring Hill College,CHM  113,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
619,Spring Hill College,CHM  114,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
620,Spring Hill College,CHM  115,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
621,Spring Hill College,CHM  116,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
622,Spring Hill College,CIS  221,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
623,Spring Hill College,CIS  486,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
624,Spring Hill College,CIS  499,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
625,Spring Hill College,ECO  190,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
626,Spring Hill College,ENG  190,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
627,Spring Hill College,ENG  245,Transfer Course,Undergraduate,C,LCC  3208,African-Amer Lit/Cult,3.0
628,Spring Hill College,ENG  290,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
629,Spring Hill College,HIS  101,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
630,Spring Hill College,HIS  290,Transfer Course,Undergraduate,C,SS  2XXX,Social Science Elective,3.0
631,Spring Hill College,MTH  121,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
632,Spring Hill College,MTH  122,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
633,Spring Hill College,MTH  321,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
634,Spring Hill College,MTH  323,Transfer Course,Undergraduate,C,MATH  24X1,Transfer Calculus III,3.0
635,Spring Hill College,MTH  461,Transfer Course,Undergraduate,C,MATH  24X3,Transfer Diff Equations,3.0
636,Spring Hill College,MTH  465,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
637,Spring Hill College,PEN  105,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
638,Spring Hill College,PHL  190,Transfer Course,Undergraduate,C,PST  3113,Logic&Critical Thinking,3.0
639,Spring Hill College,PHL  220,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
640,Spring Hill College,PHL  290,Transfer Course,Undergraduate,C,PST  3105,Ethical Theories,3.0
641,Spring Hill College,PHY  213,Transfer Course,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
642,Spring Hill College,PHY  214,Transfer Course,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
643,Spring Hill College,PHY  221,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
644,Spring Hill College,PHY  222,Transfer Course,Undergraduate,C,ET  LAB,Credit Awarded w/Lab Section,0.0
645,Spring Hill College,SDV  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
646,Spring Hill College,THL  190,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
647,Spring Hill College,THL  261,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
648,Spring Hill College,THL  390,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
649,Talladega College,CHE  101,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
650,Talladega College,CHE  102,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
651,Talladega College,COM  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
652,Talladega College,COM  102,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
653,Talladega College,COM  201,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
654,Talladega College,CS  150,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
655,Talladega College,CS  254,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
656,Talladega College,EDU  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
657,Talladega College,FRE  101,Transfer Course,Undergraduate,C,FREN  1001,Elementary French I,3.0
658,Talladega College,FRE  102,Transfer Course,Undergraduate,C,FREN  1002,Elementary French II,3.0
659,Talladega College,HUM  101,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
660,Talladega College,HUM  102,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
661,Talladega College,MTH  205,Transfer Course,Undergraduate,C,ET  DEPT,MTH 205 & 206 = Math 1501,0.0
662,Talladega College,MTH  206,Transfer Course,Undergraduate,C,ET  DEPT,MTH 205 & 206 = Math 1501,0.0
663,Talladega College,MTH  207,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
664,Talladega College,MTH  208,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
665,Talladega College,MTH  311,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
666,Talladega College,MTH  321,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
667,Talladega College,MTH  341,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
668,Talladega College,NS  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
669,Talladega College,PE  101,Transfer Course,Undergraduate,C,HPS  1XXX,Health&Perform Sci Elect,1.0
670,Talladega College,PE  102,Transfer Course,Undergraduate,C,HPS  1XXX,Health&Perform Sci Elect,1.0
671,Talladega College,PHI  210,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
672,Talladega College,PHI  240,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
673,Talladega College,PHY  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
